Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],GDP (constant 2010 US$) [NY.GDP.MKTP.KD],Imports of goods and services (constant 2010 US$) [NE.IMP.GNFS.KD],Exports of goods and services (current US$) [NE.EXP.GNFS.CD],Average precipitation in depth (mm per year) [AG.LND.PRCP.MM]
2008,YR2008,Norway,NOR,4768212,1.24633301535167,433251184624.934,125625215754.795,212250000000,..
2008,YR2008,Oman,OMN,2750963,3.46939016249843,52730900885.6398,22676147852.2624,39559770778.7116,..
2008,YR2008,Pakistan,PAK,171648986,2.26305181005178,169562709265.155,39072735753.1267,21059563684.6186,..
2008,YR2008,Palau,PLW,18704,-2.39829782309874,198632922.241884,159800607.82785,99077987.6708984,..
2008,YR2008,Panama,PAN,3516204,1.79431171245211,27477507118.3623,21782431960.9598,19644078100,..
2008,YR2008,Papua New Guinea,PNG,6976201,2.43306114313926,12116170376.0499,..,..,..
2008,YR2008,Paraguay,PRY,6081296,1.37205629681961,24550515090.9269,8301427383.22667,9795842928.27075,..
2008,YR2008,Peru,PER,28562317,0.80592232705653,134705521240.862,33063469769.1054,35836836528.9313,..
2008,YR2008,Philippines,PHL,90901965,1.65996179015077,191358903202.926,58721167495.0268,60378156419.2765,..
2008,YR2008,Poland,POL,38125759,0.0136373796827091,449794050343.249,202088482074.752,201783579611.489,..
2008,YR2008,Portugal,PRT,10558177,0.144191279853498,241353267410.255,91953470412.6553,82011808993.7015,..
2008,YR2008,Puerto Rico,PRI,3760866,-0.58667739163101,100756752050.85,..,63953600000,..
2008,YR2008,Qatar,QAT,1436665,16.4758027694831,93450549190.6149,..,70732417582.4176,..
2008,YR2008,Romania,ROU,20537875,-1.66638264306554,183166909447.59,72763710838.2044,56054468220.2549,..
2008,YR2008,Russian Federation,RUS,142742366,-0.0439492591634852,1582701810889.97,368181319399.037,520003701781.281,..
2008,YR2008,Rwanda,RWA,9524534,2.66824125914156,5370094699.38151,1355559440.03881,579357690.710429,..
2008,YR2008,Samoa,WSM,183263,0.666287719317795,693336597.29968,..,178694538.990999,..
2008,YR2008,San Marino,SMR,30434,1.22652247536215,2219190523.69976,..,..,..
2008,YR2008,Sao Tome and Principe,STP,171120,2.85716785752681,179985264.743618,..,..,..
2008,YR2008,Saudi Arabia,SAU,25888541,2.75678608896131,513438483603.59,174552324915.489,322853600000,..
2008,YR2008,Senegal,SEN,12004701,2.68143649337825,15351286308.7731,5226738126.74734,3497613806.71466,..
2008,YR2008,Serbia,SRB,7350222,-0.425705551624613,42681933020.219,23828010014.3784,14845675522.8943,..
2008,YR2008,Seychelles,SYC,86956,2.23628271543202,925654158.746992,..,980668675.717971,..
2008,YR2008,Sierra Leone,SLE,6133603,2.37522009025499,2371580993.56644,518165346.858891,338717766.509754,..
2008,YR2008,Singapore,SGP,4839396,5.32151708302623,209140601456.434,393090937358.881,443359389356.138,..
2008,YR2008,Sint Maarten (Dutch part),SXM,33964,0.451494680650392,..,..,..,..
2008,YR2008,Slovak Republic,SVK,5379233,0.0857552995195914,90224630923.3856,74029348775.8564,80524297641.7167,..
2008,YR2008,Slovenia,SVN,2021316,0.158140843634363,51402771549.5555,34984100434.8436,36838675845.906,..
2008,YR2008,Solomon Islands,SLB,503360,2.2558646678724,760184982.01397,..,269474180.100414,..
2008,YR2008,Somalia,SOM,11397188,2.82140564694311,..,..,..,..
2008,YR2008,South Africa,ZAF,49779471,1.33412926501881,369966840760.721,112627301535.267,102154408560.5,..
2008,YR2008,South Sudan,SSD,8736939,4.94820702079747,13177336584.5164,4290837281.7071,9630874288.71993,..
2008,YR2008,Spain,ESP,45954106,1.59533049906372,1473875223827.73,441741792092.391,416446462575.07,..
2008,YR2008,Sri Lanka,LKA,19983984,0.712803199874156,50721102373.424,14932965603.8893,10113916432.36,..
2008,YR2008,St. Kitts and Nevis,KNA,48178,0.852559178230604,797096217.056364,..,..,..
2008,YR2008,St. Lucia,LCA,170011,1.40502829636457,1505888983.48876,..,..,..
2008,YR2008,St. Martin (French part),MAF,36885,2.04876931324117,..,..,..,..
2008,YR2008,St. Vincent and the Grenadines,VCT,108393,-0.115254656367927,719975800.839632,..,210168333.333333,..
2008,YR2008,Sudan,SDN,33060837,2.14071273121231,54451960604.8376,10128094209.7092,13138471581.6668,..
2008,YR2008,Suriname,SUR,517122,1.15550885359952,4032182694.88354,..,2010564663.02368,..
2008,YR2008,Sweden,SWE,9219637,0.779033290770134,489188904610.127,205911872374.632,254126018418.777,..
2008,YR2008,Switzerland,CHE,7647675,1.27061807385776,579645073513.066,299081245686.34,347370612131.844,..
2008,YR2008,Syrian Arab Republic,SYR,20664038,3.87685243291654,..,..,..,..
2008,YR2008,Tajikistan,TJK,7209930,2.06357923535567,5098323103.53507,3186460571.93869,1755618386.91812,..
2008,YR2008,Tanzania,TZA,41853944,2.84147041615063,28599598807.3756,7996028072.19721,5438641595.59699,..
2008,YR2008,Thailand,THA,66530984,0.525822895794406,319473632807.246,212770573123.483,208095295272.459,..
2008,YR2008,Timor-Leste,TLS,1055431,1.82037636591045,732447776.450852,792699703.366997,60613400,..
2008,YR2008,Togo,TGO,6083420,2.71699488850907,3062704426.64912,1557495482.54987,1135689997.41629,..
2008,YR2008,Tonga,TON,103379,0.774911626763826,383874011.676519,..,54958964.6464646,..
2008,YR2008,Trinidad and Tobago,TTO,1314443,0.456900692440584,22430354184.4732,..,..,..
2008,YR2008,Tunisia,TUN,10414433,1.05900075659939,41299978412.7428,20661521866.7039,24966398831.2637,..
2008,YR2008,Turkey,TUR,70418604,1.19537608895098,752893844151.316,194503382900.78,181566330614.838,..
2008,YR2008,Turkmenistan,TKM,4935767,1.33851918275453,19491562207.8489,..,11056875730.4246,..
2008,YR2008,Turks and Caicos Islands,TCA,31202,2.65331297377391,..,..,..,..
2008,YR2008,Tuvalu,TUV,10314,0.905776828182802,34234035.6002484,..,..,..
2008,YR2008,Uganda,UGA,30431736,3.15589738173409,23540418831.8147,5699168626.84744,3506150651.51284,..
2008,YR2008,Ukraine,UKR,46258189,-0.541496740974727,153669941036.719,102750850039.782,79896529465.3706,..
2008,YR2008,United Arab Emirates,ARE,7089487,13.9102492947307,300996902491.491,265974850211.028,248808168822.328,..
2008,YR2008,United Kingdom,GBR,61806995,0.787032622318939,2535620293003.54,751666540204.901,788810661764.706,..
2008,YR2008,United States,USA,304093966,0.945865287282592,14997755929007.8,2400348833838.71,1837055000000,..
2008,YR2008,Uruguay,URY,3340221,0.253958112920981,35847289438.373,9846768585.66644,9171514626.48418,..
2008,YR2008,Uzbekistan,UZB,27302800,1.60532736295221,40151366329.0202,9362336758.02764,12165067485.593,..
2008,YR2008,Vanuatu,VUT,224704,2.35593188099158,667458933.182145,366951783.561126,274566730.679277,..
2008,YR2008,"Venezuela, RB",VEN,27635832,1.41473807399139,412338978104.743,88619869003.8294,97382107619.1364,..
2008,YR2008,Vietnam,VNM,86243413,0.959820468453461,103355590690.416,92219139599.8499,69724976613.6576,..
2008,YR2008,Virgin Islands (U.S.),VIR,108399,0.0553663884807677,4606031124.73474,14437226146.6012,18412000000,..
2008,YR2008,West Bank and Gaza,PSE,3591977,2.75135880229092,8428419114.99314,5153074715.18332,1165000000,..
2008,YR2008,"Yemen, Rep.",YEM,21892146,2.82420987820584,27628287079.3955,..,..,..
2008,YR2008,Zambia,ZMB,12848530,2.72641515968192,16822344541.4938,5022736820.16218,5179705635.79571,..
2008,YR2008,Zimbabwe,ZWE,12379549,1.00365881192894,8982303319.46873,3496758316.36298,1831052800,..
2008,YR2008,Arab World,ARB,338395961,2.45397300237771,2001118819983.46,898600579351.99,1192287540640.32,..
2008,YR2008,Caribbean small states,CSS,6878970,0.667107248765774,66028787600.8633,..,..,..
2008,YR2008,Central Europe and the Baltics,CEB,105001883,-0.35762903541044,1340292069652.98,744729971348.472,761588627854.888,..
2008,YR2008,Early-demographic dividend,EAR,2820636594,1.57419222405262,8027856962698.57,2298235353980.12,2294977628184.42,..
2008,YR2008,East Asia & Pacific,EAS,2177119142,0.709301106988192,15650028838525.1,4817906997296.48,5095285105059.59,..
2008,YR2008,East Asia & Pacific (excluding high income),EAP,1938057249,0.72967203794046,6660640962798.83,..,2241256773915.18,..
2008,YR2008,East Asia & Pacific (IDA & IBRD countries),TEA,1913718210,0.732586383687334,6647663145335.98,..,2238224541617.05,..
2008,YR2008,Euro area,EMU,334274725,0.489879358384783,12947222440955.1,4891503998427.53,5653703379355.02,..
2008,YR2008,Europe & Central Asia,ECS,880829122,0.402193924228527,21379685970307.2,7873662760886.07,9035810703847.1,..
2008,YR2008,Europe & Central Asia (excluding high income),ECA,373751805,0.381164577300439,2965687284499.22,897502536573.653,1021164864956.96,..
2008,YR2008,Europe & Central Asia (IDA & IBRD countries),TEC,436725144,0.247627454087976,3664164016773.24,1201309088331.54,1304578345694.39,..
2008,YR2008,European Union,EUU,439876674,0.321180272056097,14873020002933.2,5829289897438.65,6685713147109.4,..
2008,YR2008,Fragile and conflict affected situations,FCS,616786947,2.49716682728773,1328477651177.27,406569330922.007,424673382115.745,..
2008,YR2008,Heavily indebted poor countries (HIPC),HPC,590590368,2.7899785481161,443219732179.869,156966756272.526,121604518039.674,..
2008,YR2008,High income,HIC,1163465944,0.795186146444109,45802103469454.5,13382758906851.6,14365087283750.5,..
2008,YR2008,IBRD only,IBD,4340024679,1.00424049393402,18287546457642.3,5308424947571.4,5470485098683.67,..
2008,YR2008,IDA & IBRD total,IBT,5643601079,1.31506471070541,19596493449506.6,5723322205344.99,5792061271869.8,..
2008,YR2008,IDA blend,IDB,434469613,2.42271485925257,620810394124.628,178902234026.934,155605910628.658,..
2008,YR2008,IDA only,IDX,869106787,2.33441559541801,686683756748.135,232016036435.978,163233481262.785,..
2008,YR2008,IDA total,IDA,1303576400,2.36382797997582,1311673212035.54,416986056914.357,319175180629.159,..
2008,YR2008,Late-demographic dividend,LTE,2154245139,0.622997960402145,12227240389107.2,..,4331396089923.44,..
2008,YR2008,Latin America & Caribbean,LCN,576783744,1.1738981505969,5155593255230.59,1094696900690.91,1118739770339.07,..
2008,YR2008,Latin America & Caribbean (excluding high income),LAC,546848929,1.19238373389155,4723268289320.13,918764505674.518,904002466503.603,..
2008,YR2008,Latin America & the Caribbean (IDA & IBRD countries),TLA,560624659,1.2122350901618,4959060898890.64,1014484778475.81,1008371350221.56,..
2008,YR2008,Least developed countries: UN classification,LDC,798563392,2.35111388686545,613210673453.248,203991309682.617,179538570577.011,..
2008,YR2008,Low & middle income,LMY,5593451949,1.33218531281341,18674524458187.5,5321857235436.24,5402639919197.03,..
2008,YR2008,Low income,LIC,503324676,2.82310602980272,350465894731.39,..,..,..
2008,YR2008,Lower middle income,LMC,2468136919,1.63091112578861,3507333874905.11,1207990465974.83,1020157062532.34,..
2008,YR2008,Middle East & North Africa,MEA,369823252,2.18112199731829,2623481157036.98,1066656261234.94,1383132803069.3,..
2008,YR2008,Middle East & North Africa (excluding high income),MNA,321168767,1.77309650931959,1282981747514.84,419161742738.648,486836678692.088,..
2008,YR2008,Middle East & North Africa (IDA & IBRD countries),TMN,317576790,1.76171470203215,1274561904388.84,413906243378.163,485651807249.358,..
2008,YR2008,Middle income,MIC,5090127273,1.18710496684675,18325228649339.3,5211814117304.62,5315291536368.79,..
2008,YR2008,North America,NAC,337406357,0.963907968134549,16617292259465.5,2905549362691.21,2374653259555.49,..
2008,YR2008,Not classified,INX,..,..,..,..,..,..
2008,YR2008,OECD members,OED,1270059584,0.781570596330198,45320673209146.5,12033116657886.4,12597421003912.4,..
2008,YR2008,Other small states,OSS,24762406,2.72866627089275,291134645230.377,150380452169.716,209368808685.835,..
2008,YR2008,Pacific island small states,PSS,2157454,1.35249151580521,6462408479.69594,..,3041608121.86697,..
2008,YR2008,Post-demographic dividend,PST,1064394156,0.606080766799025,42837529712972.5,11860919831676.8,12445664303653.2,..
2008,YR2008,Pre-demographic dividend,PRE,691447610,2.84519428299281,910214357508.939,309219193753.833,344134839610.845,..
2008,YR2008,Small states,SST,33798830,2.21404494997056,363649637449.511,189994417494.527,246333074498.314,..
2008,YR2008,South Asia,SAS,1592010819,1.53109768065205,1785970627444.04,487462758103.488,339189283869.163,..
2008,YR2008,South Asia (IDA & IBRD),TSA,1592010819,1.53109768065205,1785970627444.04,487462758103.488,339189283869.163,..
2008,YR2008,Sub-Saharan Africa,SSF,822945457,2.75149059655293,1264650021911.76,424204066385.316,420543658789.137,..
2008,YR2008,Sub-Saharan Africa (excluding high income),SSA,821614380,2.75524679761831,1254449631791.29,416710812909.452,414441218244.76,..
2008,YR2008,Sub-Saharan Africa (IDA & IBRD countries),TSS,822945457,2.75149059655293,1264650021911.76,424204066385.316,420543658789.137,..
2008,YR2008,Upper middle income,UMC,2621990354,0.772867591320676,14817875545492.2,..,4295760845494.74,..
2008,YR2008,World,WLD,6756917893,1.23931261914618,64477011141383.9,18720475831818.3,19770920037927.2,..
2009,YR2009,Afghanistan,AFG,28394813,2.39702099079878,13865194314.7185,..,..,..
2009,YR2009,Albania,ALB,2927519,-0.673894046451936,11500613161.6647,5825564983.30234,3040048179.5277,..
2009,YR2009,Algeria,DZA,35333881,1.72209322425389,155555323499.821,48514350885.4976,48532072952.512,..
2009,YR2009,American Samoa,ASM,56683,-1.41714655445276,573462555.066079,604396761.133603,530000000,..
2009,YR2009,Andorra,AND,84463,0.714097791683428,3519475009.94299,..,..,..
2009,YR2009,Angola,AGO,22514281,3.70387768309131,80264693646.7985,40427766592.5416,41310593206.4512,..
2009,YR2009,Antigua and Barbuda,ATG,86746,1.56733368819334,1246427314.51083,..,980185185.185185,..
2009,YR2009,Argentina,ARG,40482788,0.999544734071538,384677312577.801,50248309418.1331,65133480388.4946,..
2009,YR2009,Armenia,ARM,2888092,-0.67381128030326,9060944166.1236,3685606461.87955,1268730216.88583,..
2009,YR2009,Aruba,ABW,101455,0.0956546250941544,2481963892.1005,..,1593854748.60335,..
2009,YR2009,Australia,AUS,21691700,2.0610451296841,1122922963917.09,222936387917.978,213439846856.133,..
2009,YR2009,Austria,AUT,8343323,0.261953189906348,384823184161.595,167151487274.912,180907557654.904,..
2009,YR2009,Azerbaijan,AZE,8947243,2.07614826384645,50484860818.0919,10795586745.2636,22870241353.5705,..
2009,YR2009,"Bahamas, The",BHS,349604,1.70871838038839,9942801338.99633,4431455147.10644,3412900000,..
2009,YR2009,Bahrain,BHR,1185076,6.12745275781827,24645079787.234,11164867021.2766,15704787234.0426,..
2009,YR2009,Bangladesh,BGD,145924797,1.11680572615486,109194965287.21,24935150428.3637,17359874074.1602,..
2009,YR2009,Barbados,BRB,281104,0.412798019563597,4636000000,..,1946091200,..
2009,YR2009,Belarus,BLR,9506765,-0.222960730145107,53082941363.8271,32910827915.3187,24865449337.6298,..
2009,YR2009,Belgium,BEL,10796493,0.804599572619861,467559360817.249,325116978535.799,331329674909.697,..
2009,YR2009,Belize,BLZ,314655,2.52057664302012,1337063964.97811,728576761.23838,690190900,..
2009,YR2009,Benin,BEN,8944708,2.80930175183696,9337934308.08352,2518975214.54639,1932930439.95559,..
2009,YR2009,Bermuda,BMU,65636,0.556125810059283,6804842936.4902,..,..,..
2009,YR2009,Bhutan,BTN,678323,0.99412939013003,1382803097.87711,871090950.889742,565371973.730149,..
2009,YR2009,Bolivia,BOL,9884781,1.66611058347166,18870882464.0033,6073944849.42857,6194300427.35043,..
2009,YR2009,Bosnia and Herzegovina,BIH,3735938,-0.489520028331303,17029363372.8317,8593983880.76457,4405111158.46296,..
2009,YR2009,Botswana,BWA,1953498,1.95703632735619,11778027692.1883,6156042049.40348,3573059775.54472,..
2009,YR2009,Brazil,BRA,193886508,0.96194826263909,2054224952705.78,196799823215.098,180894503551.065,..
2009,YR2009,British Virgin Islands,VGB,27039,3.5459903048869,..,..,..,..
2009,YR2009,Brunei Darussalam,BRN,383906,1.17513244320557,13360145141.1808,3843085001.83352,7811357074.10972,..
2009,YR2009,Bulgaria,BGR,7444443,-0.644281362547054,50101534229.7147,27090236091.9282,21963725741.0962,..
2009,YR2009,Burkina Faso,BFA,15141098,3.02644987044728,9322236610.85099,2309683838.48279,1303153901.79832,..
2009,YR2009,Burundi,BDI,8397668,3.28726984703365,1933081018.33396,538721094.78914,117576040.954033,..
2009,YR2009,Cabo Verde,CPV,486671,1.20495962890788,1640251719.75984,949612601.586169,531989156.822308,..
2009,YR2009,Cambodia,KHM,14093604,1.49959357280426,10609615490.7202,5727997954.41422,5119870899.20978,..
2009,YR2009,Cameroon,CMR,19789919,2.7523121978901,25303315389.845,6768397375.02643,5568685495.53428,..
2009,YR2009,Canada,CAN,33628895,1.14175809912162,1565110420573.16,441179449192.544,391985828011.548,..
2009,YR2009,Cayman Islands,CYM,55322,2.72282710615233,4273030814.31624,..,..,..
2009,YR2009,Central African Republic,CAF,4337625,1.49251562005692,2047763181.01558,439842581.945853,202648827.38021,..
2009,YR2009,Chad,TCD,11560147,3.31162329539364,9395062315.27588,3985582236.43033,3264609061.49225,..
2009,YR2009,Channel Islands,CHI,158178,1.10931778910087,..,..,..,..
2009,YR2009,Chile,CHL,16886186,1.05928030084099,206471018816.037,54467749072.0651,63854403849.5175,..
2009,YR2009,China,CHN,1331260000,0.497381400884935,5501980339596.26,..,1262664161019.72,..
2009,YR2009,Colombia,COL,44750054,1.11249247002773,274237083517.142,46343909574.1973,38170172499.0072,..
2009,YR2009,Comoros,COM,673252,2.40871905647315,874739215.458185,279987242.99901,84304807.1261037,..
2009,YR2009,"Congo, Dem. Rep.",COD,62448574,3.31689665953379,20134560220.3573,7180469322.54274,5000335250.26001,..
2009,YR2009,"Congo, Rep.",COG,4145391,3.28353684179748,11960560219.3874,6750955712.90872,6269575545.81884,..
2009,YR2009,Costa Rica,CRI,4520740,1.28265039369265,35510197398.4062,11000932669.7604,10647948764.4953,..
2009,YR2009,Cote d'Ivoire,CIV,20059147,2.28716006654883,24416151588.3181,9599167932.72725,12395876701.6505,..
2009,YR2009,Croatia,HRV,4305181,-0.10502751669287,60717700435.3099,23354500243.255,20447389403.4017,..
2009,YR2009,Cuba,CUB,11226709,-0.0913652679690893,62826231727.1023,8402746135.06916,10839000000,..
2009,YR2009,Curacao,CUW,146833,0.65115206175087,..,..,..,..
2009,YR2009,Cyprus,CYP,1098083,1.51587150742826,25224241018.1625,13638061779.133,12641150319.5332,..
2009,YR2009,Czech Republic,CZE,10443936,0.569729451418061,204100298391.036,113784965814.06,121028432041.127,..
2009,YR2009,Denmark,DNK,5523095,0.535079062079429,316081423941.657,139561481996.013,151388412766.513,..
2009,YR2009,Djibouti,DJI,827823,1.39463791752428,..,..,..,..
2009,YR2009,Dominica,DMA,70851,0.0338796428938415,490525690.521066,..,147949185.185185,..
2009,YR2009,Dominican Republic,DOM,9576737,1.24680545504647,49714185925.1764,15120453953.9679,10149743214.537,..
2009,YR2009,Ecuador,ECU,14774424,1.62872022490165,67186830556.6821,19631506063.3029,15785663000,..
2009,YR2009,"Egypt, Arab Rep.",EGY,81134798,1.8644700379983,208263837233.489,60121154696.9217,47205081669.6915,..
2009,YR2009,El Salvador,SLV,6157686,0.421858397947651,18067581907.4717,7870363892.30001,4215800000,..
2009,YR2009,Equatorial Guinea,GNQ,901599,4.62611968562594,17913032731.2525,7420310425.5935,11171995036.7048,..
2009,YR2009,Eritrea,ERI,3119920,1.84846867048905,1555387286.38116,444066063.719754,84082757.7235772,..
2009,YR2009,Estonia,EST,1334515,-0.192768077420229,19177666091.9378,11056469626.2082,11949522089.4693,..
2009,YR2009,Eswatini,SWZ,1057467,0.713864393250886,4276537204.56414,2369554846.8028,1775447608.48272,..
2009,YR2009,Ethiopia,ETH,85233913,2.75685132176147,26595865976.5256,..,..,..
2009,YR2009,Faroe Islands,FRO,47808,-0.0250972519826597,..,..,941819470.611278,..
2009,YR2009,Fiji,FJI,853637,0.974228981750954,3050380096.46824,..,1419133813.97965,..
2009,YR2009,Finland,FIN,5338871,0.478246393482911,241487498615.708,86847127165.4113,91103084190.0528,..
2009,YR2009,France,FRA,64707040,0.514489503911642,2592078593605.6,681434591817.723,668131425395.943,..
2009,YR2009,French Polynesia,PYF,265254,0.450772043150326,..,..,..,..
2009,YR2009,Gabon,GAB,1568928,3.26432366552364,13421054290.8343,3439919074.97645,6319926944.54143,..
2009,YR2009,"Gambia, The",GMB,1740279,2.9740082710553,1457196339.40745,388339402.376944,228340664.45482,..
2009,YR2009,Georgia,GEO,3814419,-0.888185042750245,11523354926.1179,..,3181083507.93176,..
2009,YR2009,Germany,DEU,81902307,-0.253383410163402,3260086299007.79,1122504359801.66,1295234787440.96,..
2009,YR2009,Ghana,GHA,24170940,2.54383880976307,29839998859.5149,11664391598.9196,7629976939.50178,..
2009,YR2009,Gibraltar,GIB,33565,0.0178773613490866,..,..,..,..
2009,YR2009,Greece,GRC,11107017,0.263026401346927,316714479471.347,95252245993.4957,62641264240.0667,..
2009,YR2009,Greenland,GRL,56323,-0.00887697402292811,2460447004.85411,1380487544.67381,777481393.049675,..
2009,YR2009,Grenada,GRD,105789,0.315273995435212,774975419.935199,..,187237296.296296,..
2009,YR2009,Guam,GUM,159226,0.119398497195402,4794713173.53001,2711806878.30688,838000000,..
2009,YR2009,Guatemala,GTM,14000190,1.88106343818981,40184907610.1469,13645664634.5751,9046785507.74358,..
2009,YR2009,Guinea,GIN,9964469,2.29085804201274,6538276170.45722,2852529790.38977,1512364199.58313,..
2009,YR2009,Guinea-Bissau,GNB,1483921,2.52396915958595,812418063.720646,278881077.348788,156473341.960572,..
2009,YR2009,Guyana,GUY,747718,0.120572634184458,3296489989.99133,..,..,..
2009,YR2009,Haiti,HTI,9798046,1.55795296512173,12122895414.81,3422689071.02656,932770955.570577,..
2009,YR2009,Honduras,HND,8150775,2.10549362695543,15269613868.5127,8755679408.30797,5766473847.71713,..
2009,YR2009,"Hong Kong SAR, China",HKG,6972800,0.215353334344996,214145031721.477,385335476072.668,381291699992.26,..
2009,YR2009,Hungary,HUN,10022650,-0.154908813950621,130452605289.135,91220702125.0705,97285176510.823,..
2009,YR2009,Iceland,ISL,318499,0.341241978970882,14170572950.1908,5518490818.91096,6403939043.20988,..
2009,YR2009,India,IND,1217726215,1.41058229969824,1544380310593.35,388538961868.886,273751836387.128,..
2009,YR2009,Indonesia,IDN,238620563,1.32921817829008,710851782010.38,144155272219.906,130357798591.185,..
2009,YR2009,"Iran, Islamic Rep.",IRN,72924837,1.1089507347446,460129585831.779,92139955982.2836,94569965268.7354,..
2009,YR2009,Iraq,IRQ,28973162,2.04828354549334,130129887999.988,..,43994500000,..
2009,YR2009,Ireland,IRL,4535375,1.01566327592341,218199393693.344,191083798473.78,220333632953.598,..
2009,YR2009,Isle of Man,IMN,84376,1.03405653235997,5725510337.0448,..,..,..
2009,YR2009,Israel,ISR,7485600,2.39020733801215,221584427356.233,66704194282.2957,68878518932.94,..
2009,YR2009,Italy,ITA,59095365,0.455613449577732,2098071668645.46,512394345165.013,490819811058.627,..
2009,YR2009,Jamaica,JAM,2795837,0.500600484654121,13417261898.4709,6892675501.2625,4179085968.22767,..
2009,YR2009,Japan,JPN,128047000,-0.0124946312294096,5470777391094.18,696086405831.056,655016933828.221,..
2009,YR2009,Jordan,JOR,6893260,5.00905540827383,26519912260.7657,20048501207.0016,11061126760.5634,..
2009,YR2009,Kazakhstan,KAZ,16092822,2.63700454348895,137975161454.259,43010109030.0375,48243324765.91,..
2009,YR2009,Kenya,KEN,40901792,2.75084666918483,36898510533.1698,12420282508.3541,7416382252.55973,..
2009,YR2009,Kiribati,KIR,100930,2.17244172681469,157576722.409716,133551868.985231,19815941.3508033,..
2009,YR2009,"Korea, Dem. People’s Rep.",PRK,24428341,0.485034512574181,..,..,..,..
2009,YR2009,"Korea, Rep.",KOR,49307835,0.514682827535803,1071175357671.91,431261441278.821,426523458607.755,..
2009,YR2009,Kosovo,XKX,1761474,0.803171844793122,5648900951.38086,2967830789.13525,965407057.515977,..
2009,YR2009,Kuwait,KWT,2821045,6.0282763520113,118221563154.222,..,62977762334.9548,..
2009,YR2009,Kyrgyz Republic,KGZ,5383300,1.20726564406139,4817073505.10736,4204455201.08106,2565386524.83096,..
2009,YR2009,Lao PDR,LAO,6148623,1.67287160712369,6567765473.09865,3219111871.92526,1754720000.00329,..
2009,YR2009,Latvia,LVA,2141669,-1.65102496759116,24978314628.8078,11757547647.0818,11149110369.7526,..
2009,YR2009,Lebanon,LBN,4813026,1.00828113831014,35604407295.4454,21809843466.0464,11751139951.4428,..
2009,YR2009,Lesotho,LSO,1990131,0.150958226019384,2250959309.04915,2323078341.10869,779280149.167424,..
2009,YR2009,Liberia,LBR,3754133,3.97425676258144,1883132183.29988,1730249830.02833,269879600,..
2009,YR2009,Libya,LBY,6133984,1.23412792002281,71198368527.333,30749529078.3235,37335460710.012,..
2009,YR2009,Liechtenstein,LIE,35727,0.719124422682976,..,..,..,..
2009,YR2009,Lithuania,LTU,3162916,-1.11034575437238,36535180972.023,20966371663.9387,19363046983.5974,..
2009,YR2009,Luxembourg,LUX,497783,1.85177523043645,50743806373.4025,67190612484.2604,84283396776.8825,..
2009,YR2009,"Macao SAR, China",MAC,526400,2.14305093282059,22451583850.1719,7869467345.19033,16948511453.7279,..
2009,YR2009,Madagascar,MDG,20569117,2.82348681488674,9921275540.9689,3818803118.9188,1959519017.01753,..
2009,YR2009,Malawi,MWI,14128155,2.87400850296089,6512015360.82591,1955553515.36049,1239999506.2582,..
2009,YR2009,Malaysia,MYS,27735040,1.81567478098162,237390711222.558,156764591337.008,184897432259.895,..
2009,YR2009,Maldives,MDV,353398,2.85475366531429,2412877397.49706,..,..,..
2009,YR2009,Mali,MLI,14581429,3.26114908644781,10149812716.6398,2965746215.56614,2212791857.79003,..
2009,YR2009,Malta,MLT,412477,0.753906931031973,8561323237.34678,12598994564.218,12785572756.2467,..
2009,YR2009,Marshall Islands,MHL,56250,0.135202468471406,150773196.526134,162463240.525575,43263000,..
2009,YR2009,Mauritania,MRT,3393409,2.90532026522469,5485158523.49586,2260807851.16215,1759936231.98371,..
2009,YR2009,Mauritius,MUS,1247429,0.265537672832765,9584152841.68915,5698272306.71438,4352373919.73667,..
2009,YR2009,Mexico,MEX,112463887,1.47675759411249,1006297786022.87,280705891202.719,244407308913.309,..
2009,YR2009,"Micronesia, Fed. Sts.",FSM,102975,-0.550074504130934,290383210.899436,..,61304000,..
2009,YR2009,Moldova,MDA,2864346,-0.126231850001986,6512568011.12431,3669386666.99005,2005630355.72838,..
2009,YR2009,Monaco,MCO,35226,1.01002313740124,5257223916.21371,..,..,..
2009,YR2009,Mongolia,MNG,2673796,1.57939266548305,6759244954.07071,..,2304668257.15766,..
2009,YR2009,Montenegro,MNE,618294,0.214529295893828,4032663497.18605,2681314708.06191,1427934148.37455,..
2009,YR2009,Morocco,MAR,31929087,1.23619457979488,89790590993.4885,37185900503.1794,26014198657.0851,..
2009,YR2009,Mozambique,MOZ,22894710,2.73692588859671,10426669785.3992,4598776272.36578,3231064331.73561,..
2009,YR2009,Myanmar,MMR,50250367,0.640299594634217,45187272895.3094,..,37907354.2020232,..
2009,YR2009,Namibia,NAM,2081044,1.82575399806862,10626430019.3432,7615088939.15031,4609164218.332,..
2009,YR2009,Nauru,NRU,9939,0.484115922816478,42808068.3519775,..,..,..
2009,YR2009,Nepal,NPL,26883535,0.810307142488678,15267319043.3731,4541904088.9115,1596506175.3286,..
2009,YR2009,Netherlands,NLD,16530388,0.514284544827762,835338476613.794,481452136254.826,540265351486.524,..
2009,YR2009,New Caledonia,NCL,245950,1.30961560699145,..,..,..,..
2009,YR2009,New Zealand,NZL,4302600,0.999728031208421,144372719961.634,36766516609.9226,34875382597.289,..
